Customer ID,Country,State,City,Zip Code,Gender,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,CustomerID,Age,Under 30,Married,Number of Dependents,ID,Population,Quarter,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Category,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E
2817-NTQDO,United States,California,Huntington Beach,92646,1,0,0,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,1,45.55,597,Yes,1,0.7263157894736842,0.6344229486324215,Poor expertise of online support,2817-NTQDO,52,No,No,0,549,"56,517",Q3,0,0.1690140845070422,0.0,0.2,No,Yes,No,Yes,0.2716417910447761,0.0,0,0.0,0.0481385652091741,3,Churned,Dissatisfaction,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
6986-IJDHX,United States,California,Huntington Beach,92648,1,1,0,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,1,86.3,3266,Yes,1,0.9789473684210526,0.30264620858350005,Poor expertise of phone support,6986-IJDHX,29,Yes,Yes,0,551,"42,663",Q3,5,0.5352112676056339,0.8051610322064413,0.2235294117647058,No,No,No,Yes,0.6771144278606964,0.0,0,1569.75,0.4026089690733719,1,Churned,Competitor,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
5301-GAUUY,United States,California,Newport Beach,92661,1,0,0,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,1,80.35,2596.15,Yes,1,0.9157894736842105,0.8830331331999111,Competitor had better devices,5301-GAUUY,31,No,No,0,559,"4,242",Q3,0,0.4366197183098592,0.0298059611922384,0.2470588235294117,No,No,No,Yes,0.617910447761194,0.0,0,47.68,0.2193071070531979,1,Churned,Competitor,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0939-YAPAF,United States,California,Santa Ana,92701,0,0,0,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,100.25,3527.6,Yes,1,0.7052631578947368,0.1647765176784523,Competitor offered higher download speeds,0939-YAPAF,44,No,No,0,573,"58,157",Q3,0,0.4788732394366197,0.2098419683936787,0.2,Yes,No,Yes,Yes,0.8159203980099502,0.0,0,367.15,0.3239167484809307,3,Churned,Competitor,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
4710-FDUIZ,United States,California,Santa Ana,92707,1,1,0,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0,100.3,5614.45,Yes,1,0.6526315789473685,0.7042472759617522,Competitor offered more data,4710-FDUIZ,50,No,Yes,0,578,"62,634",Q3,2,0.7746478873239437,0.5231046209241849,0.0823529411764705,No,No,Yes,No,0.8164179104477611,0.0,100,1464.4,0.5985534346101934,2,Churned,Competitor,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
1218-VKFPE,United States,California,Anaheim,92805,0,1,0,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.0,233.55,Yes,1,0.7052631578947368,0.34067155881698913,Competitor made better offer,1218-VKFPE,48,No,Yes,0,585,"68,802",Q3,1,0.1549295774647887,0.3896779355871174,0.0,No,No,No,No,0.0074626865671641,0.0,0,233.76,0.0372930879630171,1,Churned,Competitor,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
3627-FHKBK,United States,California,Anaheim,92806,0,0,0,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,0,75.3,75.3,Yes,1,0.8631578947368421,0.27596175227929726,Competitor had better devices,3627-FHKBK,28,Yes,No,0,586,"34,398",Q3,0,0.0,0.0826165233046609,0.6,No,No,No,Yes,0.5676616915422885,0.0,0,4.13,0.0048561713600457,1,Churned,Competitor,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2865-TCHJW,United States,California,Anaheim,92807,0,0,0,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,1,89.2,346.2,Yes,1,0.7263157894736842,0.8461196353124305,Competitor had better devices,2865-TCHJW,74,No,No,0,587,"36,301",Q3,0,0.0422535211267605,0.9671934386877376,0.2823529411764706,Yes,No,No,Yes,0.7059701492537314,0.0,0,193.4,0.0433384233791995,1,Churned,Competitor,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5192-EBGOV,United States,California,Brea,92823,0,0,0,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,1,85.7,85.7,Yes,1,0.6421052631578947,0.639759839893262,Competitor offered higher download speeds,5192-EBGOV,68,No,No,0,590,"1,408",Q3,0,0.0,0.9163832766553311,0.2470588235294117,No,No,No,Yes,0.6711442786069651,0.0,0,45.81,0.0092114219960227,1,Churned,Competitor,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0719-SYFRB,United States,California,Norco,92860,0,0,0,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,1,61.65,713.75,Yes,1,0.6526315789473685,0.8154325105625972,Competitor offered higher download speeds,0719-SYFRB,52,No,No,0,600,"22,443",Q3,0,0.1549295774647887,0.7249449889977997,0.3529411764705882,Yes,Yes,No,Yes,0.4318407960199004,0.0,0,434.88,0.0942692662138588,1,Churned,Competitor,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False
3419-SNJJD,United States,California,Yorba Linda,92887,0,1,0,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,0,105.25,6786.4,Yes,1,0.9052631578947368,0.4876584389593062,Competitor offered higher download speeds,3419-SNJJD,78,No,Yes,0,614,"20,893",Q3,3,0.9014084507042254,0.367873574714943,0.3294117647058823,Yes,No,No,Yes,0.8656716417910447,0.0,0,1195.35,0.6656968819148384,1,Churned,Attitude,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
6543-CPZMK,United States,California,Ventura,93001,1,1,0,9,No,No phone service,DSL,No,Yes,No,No,No,No,1,29.95,248.95,Yes,1,0.8210526315789473,0.12675116744496334,Competitor offered more data,6543-CPZMK,32,No,Yes,0,615,"32,899",Q3,1,0.1126760563380281,0.0,0.1058823529411764,No,No,No,No,0.1164179104477611,0.0,10,0.0,0.0198687403725378,2,Churned,Competitor,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
4765-OXPPD,United States,California,Ventura,93003,0,1,0,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,0,65.0,663.05,Yes,1,0.7473684210526315,0.4402935290193462,Competitor offered more data,4765-OXPPD,20,Yes,Yes,0,616,"46,894",Q3,1,0.1126760563380281,0.1270254050810162,0.8117647058823529,Yes,Yes,No,Yes,0.4651741293532337,0.0,0,57.15,0.0584413086491196,1,Churned,Competitor,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1009-IRMNA,United States,California,Port Hueneme,93041,0,0,0,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.0,137.6,Yes,1,1.0,0.5505892817433844,Competitor offered more data,1009-IRMNA,27,Yes,No,0,629,"25,634",Q3,0,0.0845070422535211,0.3208641728345669,0.0,No,No,No,No,0.017412935323383,0.0,0,112.28,0.0191102510624704,3,Churned,Attitude,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
4554-YGZIH,United States,California,Summerland,93067,1,1,0,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,0,90.05,4547.25,Yes,1,0.9578947368421054,0.6795641538803645,Competitor made better offer,4554-YGZIH,75,No,Yes,0,634,576,Q3,3,0.676056338028169,0.4584916983396679,0.1647058823529411,No,No,No,Yes,0.7144278606965173,0.0,0,1123.08,0.4724016932625745,2,Churned,Competitor,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
5099-BAILX,United States,California,Santa Barbara,93101,1,1,0,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1,110.75,4687.9,Yes,1,0.631578947368421,0.16121859017122525,Competitor made better offer,5099-BAILX,77,No,Yes,0,635,"31,727",Q3,1,0.5915492957746479,0.2904580916183236,0.0588235294117647,Yes,Yes,No,Yes,0.9203980099502488,0.0,0,624.36,0.442457672616947,2,Churned,Competitor,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
7207-RMRDB,United States,California,Santa Barbara,93110,0,1,0,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,105.5,6985.65,Yes,1,0.8842105263157896,0.8265510340226816,Competitor had better devices,7207-RMRDB,20,Yes,Yes,0,640,"15,757",Q3,7,0.9014084507042254,0.6829365873174635,0.3058823529411765,Yes,No,Yes,Yes,0.8681592039800995,0.0,0,2219.1,0.7679716808357264,1,Churned,Competitor,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
4913-EHYUI,United States,California,Alpaugh,93201,1,1,0,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,1,104.55,5794.65,Yes,1,0.9052631578947368,0.9484100511452078,Competitor offered higher download speeds,4913-EHYUI,80,No,Yes,0,643,"1,054",Q3,0,0.7746478873239437,0.9761952390478096,0.1411764705882353,Yes,No,No,Yes,0.8587064676616915,0.0,0,2732.8,0.7113316797653116,1,Churned,Competitor,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
0195-IESCP,United States,California,Armona,93202,1,1,0,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,1,85.25,855.3,Yes,1,0.736842105263158,0.34912163664665335,Competitor offered more data,0195-IESCP,26,Yes,Yes,0,644,"2,872",Q3,1,0.1267605633802817,0.0404080816163232,0.9647058823529412,No,No,Yes,No,0.6666666666666666,0.0,100,20.2,0.0797910683911496,3,Churned,Competitor,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
4580-TMHJU,United States,California,Avenal,93204,0,1,0,43,Yes,No,DSL,No,No,No,No,Yes,No,0,56.15,2499.3,Yes,1,0.631578947368421,0.03313319991105179,Don't know,4580-TMHJU,57,No,Yes,0,646,"14,697",Q3,3,0.5915492957746479,0.7451490298059612,0.2352941176470588,No,No,No,Yes,0.3771144278606965,0.0,0,1601.75,0.3411688261729824,2,Churned,Other,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0970-ETWGE,United States,California,Bodfish,93205,1,0,0,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,1,89.55,89.55,Yes,1,0.9894736842105263,0.6655548143206582,Competitor had better devices,0970-ETWGE,38,No,No,0,647,"1,954",Q3,0,0.0,0.849369873974795,0.3176470588235294,No,No,Yes,Yes,0.7094527363184079,0.0,0,42.46,0.0092532350781653,2,Churned,Competitor,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1626-ERCMM,United States,California,Camp Nelson,93208,1,1,0,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,94.55,1899.65,Yes,1,0.831578947368421,0.8007560595952856,Competitor had better devices,1626-ERCMM,75,No,Yes,0,650,191,Q3,7,0.2676056338028169,0.1062212442488497,0.1176470588235294,No,No,Yes,Yes,0.7592039800995024,0.0,0,106.2,0.1659552867624799,1,Churned,Competitor,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0887-HJGAR,United States,California,Coalinga,93210,1,0,0,1,Yes,No,DSL,No,No,No,No,No,No,1,45.7,45.7,Yes,1,0.9473684210526316,0.06493217700689352,Competitor offered higher download speeds,0887-HJGAR,57,No,No,0,651,"18,036",Q3,0,0.0,0.1110222044408881,0.1529411764705882,No,No,No,Yes,0.2731343283582089,0.0,0,5.55,0.0024995860504867,3,Churned,Competitor,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True
5644-PDMZC,United States,California,Delano,93215,0,0,0,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,0,89.5,161.5,Yes,1,0.7894736842105263,0.013786969090504753,Competitor offered higher download speeds,5644-PDMZC,69,No,No,0,653,"37,280",Q3,0,0.0140845070422535,0.9495899179835968,0.2235294117647058,No,No,Yes,Yes,0.708955223880597,0.0,0,94.94,0.0196588387001818,2,Churned,Attitude,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
9576-ANLXO,United States,California,Earlimart,93219,0,0,0,3,Yes,No,Fiber optic,No,No,No,No,No,No,1,69.55,222.3,Yes,1,0.8631578947368421,0.19412941961307534,Competitor offered higher download speeds,9576-ANLXO,30,No,No,0,656,"9,318",Q3,0,0.028169014084507,0.5253050610122025,0.3529411764705882,No,No,No,Yes,0.5104477611940298,0.0,0,78.78,0.0233919106738763,1,Churned,Competitor,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-BASKD,United States,California,Exeter,93221,0,0,0,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,1,74.6,74.6,Yes,1,0.9368421052631579,0.4129419613075383,Competitor offered more data,2024-BASKD,23,Yes,No,0,657,"13,333",Q3,0,0.0,0.4432886577315463,0.5529411764705883,Yes,No,No,No,0.5606965174129352,0.0,10,22.16,0.0071416744299622,3,Churned,Competitor,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
4160-AMJTL,United States,California,Fellows,93224,0,0,0,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.65,164.3,Yes,1,0.8210526315789473,0.7625083388925951,Competitor offered more data,4160-AMJTL,74,No,No,0,660,626,Q3,0,0.0985915492957746,0.5591118223644729,0.0,No,No,No,No,0.0139303482587064,0.0,0,223.6,0.0306523342571236,2,Churned,Attitude,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
4464-JCOLN,United States,California,Huron,93234,1,1,0,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.85,35.9,Yes,1,0.6631578947368422,0.07983099844340674,Competitor offered more data,4464-JCOLN,40,No,Yes,0,664,"6,918",Q3,2,0.0140845070422535,0.3028605721144229,0.0,No,No,No,No,0.0159203980099502,0.0,0,30.28,0.0037481246832659,3,Churned,Attitude,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True
5650-VDUDS,United States,California,Kernville,93238,0,0,0,4,No,No phone service,DSL,No,No,No,No,No,No,1,24.25,96.05,Yes,1,0.9263157894736842,0.007782966422059168,Competitor made better offer,5650-VDUDS,48,No,No,0,666,"1,873",Q3,0,0.0422535211267605,0.0,0.188235294117647,No,No,No,Yes,0.0597014925373134,0.0,0,0.0,0.0062460382104669,2,Churned,Competitor,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
7538-GWHML,United States,California,Lemon Cove,93244,0,0,0,2,Yes,No,Fiber optic,No,No,No,No,No,No,0,69.65,145.15,Yes,1,0.7894736842105263,0.07115855014454081,Competitor made better offer,7538-GWHML,52,No,No,0,672,293,Q3,0,0.0140845070422535,0.1528305661132226,0.3176470588235294,No,No,No,Yes,0.5114427860696518,0.0,0,15.28,0.0116298906671528,2,Churned,Competitor,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
3859-CVCET,United States,California,Lindsay,93247,0,0,0,4,Yes,No,DSL,No,No,No,No,No,No,0,45.65,191.05,Yes,1,0.7684210526315789,0.1914609739826551,Competitor had better devices,3859-CVCET,47,No,No,0,674,"15,508",Q3,0,0.0422535211267605,0.9081816363272656,0.3176470588235294,No,No,No,Yes,0.2726368159203979,0.0,0,181.6,0.0293770352517732,1,Churned,Competitor,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
3276-HDUEG,United States,California,Maricopa,93252,0,0,0,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,1,75.05,75.05,Yes,1,0.7684210526315789,0.6304202801867911,Competitor offered higher download speeds,3276-HDUEG,23,Yes,No,0,678,"4,357",Q3,0,0.0,0.6573314662932587,0.6823529411764706,No,No,No,Yes,0.5651741293532337,0.0,0,32.86,0.0072378445188903,2,Churned,Competitor,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
0823-HSCDJ,United States,California,Onyx,93255,1,0,0,52,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,1,49.15,2550.9,Yes,1,0.894736842105263,0.7991994663108739,Competitor offered more data,0823-HSCDJ,76,No,No,0,680,655,Q3,0,0.7183098591549296,0.0,0.2117647058823529,No,No,Yes,No,0.3074626865671641,0.0,30,0.0,0.2140445125347257,2,Churned,Competitor,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0822-GAVAP,United States,California,Posey,93260,0,0,0,2,No,No phone service,DSL,No,No,No,No,No,Yes,1,34.7,62.25,Yes,1,0.631578947368421,0.25416944629753163,Competitor made better offer,0822-GAVAP,19,Yes,No,0,683,266,Q3,0,0.0140845070422535,0.0,0.8941176470588235,No,No,Yes,Yes,0.163681592039801,0.0,0,0.0,0.0034194738576247,1,Churned,Competitor,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
1448-PWKYE,United States,California,Shafter,93263,1,1,0,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,0,80.0,80,Yes,1,0.8736842105263158,0.009561930175672695,Competitor had better devices,1448-PWKYE,48,No,Yes,0,686,"15,177",Q3,1,0.0,0.7143428685737148,0.0352941176470588,No,No,Yes,Yes,0.6144278606965173,0.0,0,35.71,0.0078901286003154,1,Churned,Competitor,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0067-DKWBL,United States,California,Tipton,93272,1,0,0,2,Yes,No,DSL,Yes,No,No,No,No,No,1,49.25,91.1,Yes,1,0.8842105263157896,0.32732933066488773,Competitor had better devices,0067-DKWBL,69,No,No,0,693,"2,951",Q3,0,0.0140845070422535,0.8799759951990399,0.3176470588235294,No,No,No,Yes,0.308457711442786,0.0,0,87.98,0.0131895186310731,2,Churned,Competitor,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2276-YDAVZ,United States,California,Wofford Heights,93285,0,0,0,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,1,75.1,270.7,Yes,1,0.6736842105263159,0.6586613297754058,Competitor offered higher download speeds,2276-YDAVZ,63,No,No,0,700,"2,515",Q3,0,0.028169014084507,0.5305061012202441,0.1176470588235294,No,No,No,Yes,0.5656716417910447,0.0,0,79.56,0.027504645433426,3,Churned,Competitor,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
5896-NPFWW,United States,California,Visalia,93292,1,1,0,3,Yes,No,DSL,No,No,Yes,No,No,No,1,50.15,168.15,Yes,1,0.8526315789473684,0.28241049588614636,Competitor offered higher download speeds,5896-NPFWW,23,Yes,Yes,0,704,"30,395",Q3,1,0.028169014084507,0.2708541708341668,0.6,Yes,No,No,Yes,0.317412935323383,0.0,0,40.62,0.0156723794487028,1,Churned,Competitor,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7133-VBDCG,United States,California,Bakersfield,93311,0,0,0,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,1,79.85,2015.35,Yes,1,0.8421052631578947,0.563042028018679,Competitor offered higher download speeds,7133-VBDCG,54,No,No,0,712,"20,440",Q3,0,0.3380281690140845,0.5363072614522905,0.1411764705882353,No,No,No,Yes,0.6129353233830845,0.0,0,670.25,0.2228001719353937,2,Churned,Competitor,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1029-QFBEN,United States,California,San Luis Obispo,93405,1,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.55,19.55,Yes,1,0.6421052631578947,0.3453413386702246,Competitor offered more data,1029-QFBEN,27,Yes,No,0,717,"31,982",Q3,0,0.0,0.7689537907581516,0.0,No,No,No,No,0.0129353233830845,0.0,0,38.44,0.0030632263977695,2,Churned,Competitor,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
4952-YSOGZ,United States,California,Lompoc,93436,0,1,0,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,1,85.95,381.3,Yes,1,0.7263157894736842,0.8087613964865465,Competitor offered more data,4952-YSOGZ,48,No,Yes,0,730,"51,737",Q3,1,0.0422535211267605,0.0828165633126625,0.3529411764705882,No,No,Yes,Yes,0.6736318407960199,0.0,0,16.56,0.031485250853405,3,Churned,Competitor,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1589-AGTLK,United States,California,Lompoc,93437,1,0,0,3,Yes,No,DSL,No,No,No,No,No,No,1,45.35,141.5,Yes,1,0.6526315789473685,0.09939959973315543,Competitor offered more data,1589-AGTLK,26,Yes,No,0,731,"6,165",Q3,0,0.028169014084507,0.7297459491898379,0.6941176470588235,No,No,No,Yes,0.2696517412935323,0.0,0,109.44,0.0191988947966128,3,Churned,Other,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
5244-IRFIH,United States,California,Los Alamos,93440,1,1,0,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,94.5,3105.55,Yes,1,0.9578947368421054,0.5181231932399377,Competitor made better offer,5244-IRFIH,72,No,Yes,0,732,"1,328",Q3,1,0.4507042253521127,0.5557111422284458,0.0941176470588235,No,No,No,Yes,0.7587064676616915,0.0,0,916.74,0.3345824294738743,3,Churned,Other,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2684-EIWEO,United States,California,Oceano,93445,0,0,0,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,0,91.7,2758.15,Yes,1,0.9684210526315791,0.10651545474760954,Competitor made better offer,2684-EIWEO,69,No,No,0,736,"7,435",Q3,0,0.4084507042253521,0.9177835567113424,0.2235294117647058,Yes,No,No,Yes,0.7308457711442786,0.0,0,1376.4,0.343970302676539,1,Churned,Competitor,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
6439-GTPCA,United States,California,Pismo Beach,93449,0,0,0,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,1,87.25,3941.7,Yes,1,0.7157894736842105,0.7262619524127194,Competitor had better devices,6439-GTPCA,29,Yes,No,0,739,"8,564",Q3,0,0.619718309859155,0.0896179235847169,0.6,Yes,Yes,No,Yes,0.6865671641791045,0.0,0,201.6,0.3447020316140352,1,Churned,Competitor,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5138-WVKYJ,United States,California,Mojave,93501,1,0,0,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0,98.55,1008.55,Yes,1,0.7894736842105263,0.36802312652879693,Competitor offered higher download speeds,5138-WVKYJ,51,No,No,0,751,"4,882",Q3,0,0.1267605633802817,0.5515103020604121,0.1529411764705882,No,No,Yes,Yes,0.7990049751243781,0.0,0,275.7,0.1056106466142274,1,Churned,Competitor,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
6683-VLCTZ,United States,California,Johannesburg,93528,1,0,0,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,98.55,1842.8,Yes,1,0.9157894736842105,0.7651767845230153,Competitor offered more data,6683-VLCTZ,73,No,No,0,764,207,Q3,0,0.2676056338028169,0.8889777955591118,0.1529411764705882,Yes,No,No,No,0.7990049751243781,0.0,120,888.8,0.2366821152067489,3,Churned,Competitor,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2189-WWOEW,United States,California,Keene,93531,0,0,0,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,1,85.9,1269.55,Yes,1,0.9578947368421054,0.3504558594618635,Don't know,2189-WWOEW,37,No,No,0,767,"1,436",Q3,0,0.1971830985915492,0.4926985397079416,0.1529411764705882,No,No,Yes,Yes,0.673134328358209,0.0,0,369.45,0.1352770283944278,3,Churned,Other,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1894-IGFSG,United States,California,Lancaster,93535,0,0,0,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0,89.25,1907.85,Yes,1,0.8105263157894738,0.257505003335557,Competitor had better devices,1894-IGFSG,38,No,No,0,770,"57,794",Q3,0,0.295774647887324,0.3602720544108822,0.0235294117647058,No,No,Yes,Yes,0.7064676616915423,0.0,0,396.22,0.1908942814756338,1,Churned,Competitor,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
7379-POKDZ,United States,California,Lancaster,93536,1,1,0,3,Yes,No,Fiber optic,No,No,No,No,No,No,1,70.3,208.85,Yes,1,0.6421052631578947,0.23015343562374918,Competitor had better devices,7379-POKDZ,31,No,Yes,0,771,"49,309",Q3,1,0.028169014084507,0.5343068613722745,0.1294117647058823,No,No,No,Yes,0.517910447761194,0.0,0,80.13,0.0223800340860245,1,Churned,Competitor,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0236-HFWSV,United States,California,Palmdale,93552,1,0,0,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,93.35,1444.65,Yes,1,0.7578947368421052,0.7251501000667111,Competitor offered higher download speeds,0236-HFWSV,49,No,No,0,780,"25,370",Q3,0,0.1971830985915492,0.9787957591518304,0.1764705882352941,No,No,Yes,Yes,0.7472636815920397,0.0,0,733.95,0.1804017066427607,1,Churned,Competitor,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
